,prob_s,comp_factor,Intervention strategy,name,q_y,q_a,q_o,q_ya,q_ao,q_yo,color,R0,si_eff
584,1,0.97,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.061190787872458234,0.97
585,1,0.97,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.04759745359747049,0.97
586,1,0.97,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.03504165481116722,0.97
587,1,0.97,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.06618463256957836,0.97
588,1,0.98,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.046000000000000124,0.98
589,1,0.98,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.0442097321898217,0.98
590,1,0.98,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.04079385858163889,0.98
591,1,0.98,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.03173163573164696,0.98
592,1,0.98,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.02336110320744481,0.98
593,1,0.98,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.04412308837971888,0.98
594,1,0.99,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.023000000000000062,0.99
595,1,0.99,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.022104866094910854,0.99
596,1,0.99,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.020396929290819446,0.99
597,1,0.99,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.01586581786582348,0.99
598,1,0.99,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.011680551603722404,0.99
599,1,0.99,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.022061544189859436,0.99
600,1,1.0,0,Self-isolation (SI),0.0,0.0,0.0,0.0,0.0,0.0,#8C9EDE,0.0,1.0
601,1,1.0,1,SI and 60+ social distancing (SD),0.0,0.0,0.5,0.0,0.7,0.9,#65C8D0,0.0,1.0
602,1,1.0,2,SI; 25-59 and 60+ SD,0.0,0.5,0.5,0.0,0.7,0.9,#00767B,0.0,1.0
603,1,1.0,3,SI; 0-24 and 60+ SD,0.7,0.0,0.5,0.2,0.7,0.9,#285C9F,0.0,1.0
604,1,1.0,4,"SI; 0-24, 25-59 and 60+ SD",0.7,0.5,0.5,0.2,0.7,0.9,#04375E,0.0,1.0
605,1,1.0,5,SI and no 60+ contacts,0.0,0.0,1.0,0.0,1.0,1.0,#770000,0.0,1.0
